epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,1337.09,1.00512,0.97329,1.2753,0.69709,0.50183,0.59089,0.35251,1.27989,1.17458,1.48733,0.00041425,0.00041425,0.00041425
73,1352.52,0.98148,0.96999,1.26404,0.72392,0.47982,0.56837,0.33512,1.34961,1.16123,1.49589,0.000406,0.000406,0.000406
74,1368.17,0.98103,0.93607,1.22864,0.78037,0.49177,0.57864,0.35717,1.27308,1.18072,1.45128,0.00039775,0.00039775,0.00039775
75,1383.59,1.0137,0.96492,1.25852,0.65083,0.54946,0.58555,0.36724,1.246,1.13792,1.43376,0.0003895,0.0003895,0.0003895
76,1398.86,0.94949,0.92322,1.21401,0.68157,0.53202,0.58975,0.37509,1.23226,1.15942,1.41769,0.00038125,0.00038125,0.00038125
77,1414.29,0.96408,0.94691,1.21929,0.65475,0.53115,0.55114,0.36073,1.20238,1.20061,1.39651,0.000373,0.000373,0.000373
78,1429.6,0.94703,0.94297,1.23441,0.63341,0.5587,0.57361,0.35319,1.28596,1.22601,1.47554,0.00036475,0.00036475,0.00036475
79,1445,0.95422,0.94268,1.23069,0.71022,0.52998,0.5799,0.3667,1.23568,1.1781,1.43374,0.0003565,0.0003565,0.0003565
80,1460.47,0.9483,0.93407,1.20481,0.68495,0.55996,0.59914,0.37459,1.28102,1.17429,1.44714,0.00034825,0.00034825,0.00034825
81,1475.68,0.95535,0.89979,1.21312,0.82223,0.50209,0.62569,0.37841,1.24742,1.12522,1.42453,0.00034,0.00034,0.00034
82,1490.97,0.93779,0.90392,1.21212,0.79821,0.47887,0.57835,0.35823,1.26343,1.19111,1.44644,0.00033175,0.00033175,0.00033175
83,1506.28,0.89547,0.86042,1.20553,0.74231,0.51257,0.56555,0.3467,1.23751,1.19847,1.43364,0.0003235,0.0003235,0.0003235
84,1521.84,0.93896,0.89575,1.19703,0.69316,0.53824,0.57737,0.36125,1.24337,1.20677,1.42686,0.00031525,0.00031525,0.00031525
85,1537.25,0.92423,0.8862,1.19581,0.68199,0.54363,0.57215,0.36246,1.26993,1.1578,1.46216,0.000307,0.000307,0.000307
86,1552.51,0.93864,0.90212,1.19715,0.75325,0.48429,0.57739,0.37697,1.22168,1.20706,1.42706,0.00029875,0.00029875,0.00029875
87,1567.83,0.939,0.90032,1.21456,0.70335,0.54416,0.58966,0.37413,1.25758,1.20154,1.43768,0.0002905,0.0002905,0.0002905
88,1583.2,0.92468,0.89742,1.20682,0.72164,0.57193,0.58323,0.35806,1.24038,1.1468,1.4181,0.00028225,0.00028225,0.00028225
89,1598.54,0.90734,0.8519,1.1973,0.72702,0.53177,0.60007,0.37818,1.2412,1.13473,1.42026,0.000274,0.000274,0.000274
90,1613.86,0.92972,0.85719,1.21044,0.69623,0.51257,0.57054,0.35809,1.21665,1.14156,1.39442,0.00026575,0.00026575,0.00026575
91,1629.17,0.913,0.87345,1.20239,0.67058,0.50464,0.55803,0.36201,1.20697,1.12362,1.41096,0.0002575,0.0002575,0.0002575
92,1644.45,0.8923,0.83186,1.18623,0.6817,0.54043,0.58343,0.36898,1.19119,1.10965,1.37163,0.00024925,0.00024925,0.00024925
93,1659.77,0.87223,0.82243,1.15469,0.65614,0.55051,0.57946,0.37741,1.18653,1.14039,1.38085,0.000241,0.000241,0.000241
94,1675.12,0.89047,0.8118,1.18245,0.66233,0.54208,0.57466,0.37052,1.20413,1.15728,1.39243,0.00023275,0.00023275,0.00023275
95,1690.54,0.8683,0.85293,1.18578,0.67518,0.57193,0.59301,0.36616,1.2174,1.14653,1.41739,0.0002245,0.0002245,0.0002245
96,1705.96,0.89963,0.81874,1.19013,0.73113,0.53647,0.59594,0.38747,1.1475,1.14824,1.37534,0.00021625,0.00021625,0.00021625
97,1721.93,0.91093,0.82902,1.20545,0.63659,0.57927,0.60392,0.3841,1.17691,1.12691,1.37553,0.000208,0.000208,0.000208
98,1738.28,0.87487,0.80808,1.16391,0.71856,0.55564,0.61672,0.39015,1.16873,1.1299,1.36764,0.00019975,0.00019975,0.00019975
99,1754.44,0.90739,0.84123,1.1928,0.67066,0.54564,0.58732,0.38189,1.17685,1.11674,1.3647,0.0001915,0.0001915,0.0001915
100,1770.07,0.84607,0.78356,1.16343,0.81464,0.47033,0.60308,0.38826,1.18987,1.09784,1.37791,0.00018325,0.00018325,0.00018325
101,1785.58,0.87068,0.78466,1.15861,0.73424,0.52334,0.60267,0.38425,1.23013,1.12253,1.40806,0.000175,0.000175,0.000175
102,1801.32,0.85568,0.79039,1.15069,0.67317,0.56275,0.59098,0.37981,1.22079,1.12715,1.41275,0.00016675,0.00016675,0.00016675
103,1816.6,0.85627,0.79463,1.16365,0.69172,0.55644,0.60243,0.38224,1.2163,1.12153,1.42177,0.0001585,0.0001585,0.0001585
104,1831.88,0.84459,0.77089,1.14818,0.65002,0.55874,0.59548,0.38013,1.17157,1.11341,1.38234,0.00015025,0.00015025,0.00015025
105,1847.29,0.84317,0.7816,1.16881,0.65898,0.54557,0.57486,0.38027,1.15425,1.18107,1.3736,0.000142,0.000142,0.000142
106,1862.84,0.82175,0.76221,1.16218,0.66782,0.58197,0.58803,0.3861,1.18227,1.13827,1.39286,0.00013375,0.00013375,0.00013375
107,1878.18,0.82916,0.75798,1.14919,0.68841,0.53645,0.58721,0.38682,1.19338,1.13683,1.40889,0.0001255,0.0001255,0.0001255
108,1893.47,0.85853,0.79707,1.17755,0.71622,0.53705,0.58369,0.38729,1.1873,1.1005,1.40614,0.00011725,0.00011725,0.00011725
109,1908.86,0.83421,0.75402,1.14597,0.72309,0.53072,0.58748,0.38496,1.18939,1.09306,1.40571,0.000109,0.000109,0.000109
110,1924.35,0.82753,0.74529,1.15285,0.6599,0.57173,0.58807,0.37251,1.2145,1.1061,1.42014,0.00010075,0.00010075,0.00010075
111,1991.01,0.77596,0.6658,1.13057,0.76069,0.51407,0.58058,0.37476,1.20837,1.12301,1.42215,9.25e-05,9.25e-05,9.25e-05
112,2006.57,0.77562,0.63505,1.12425,0.74103,0.49402,0.5834,0.37778,1.19869,1.15352,1.41941,8.425e-05,8.425e-05,8.425e-05
113,2022.18,0.77018,0.62017,1.11699,0.64519,0.59255,0.59899,0.37697,1.19218,1.10999,1.40518,7.6e-05,7.6e-05,7.6e-05
114,2037.47,0.76596,0.61466,1.10801,0.66138,0.55619,0.60036,0.37972,1.18057,1.11355,1.39801,6.775e-05,6.775e-05,6.775e-05
115,2052.86,0.76347,0.61536,1.12506,0.75866,0.49791,0.58705,0.37587,1.1917,1.09293,1.39991,5.95e-05,5.95e-05,5.95e-05
116,2068.26,0.71711,0.58028,1.0846,0.67501,0.55898,0.58755,0.3771,1.19211,1.07412,1.39737,5.125e-05,5.125e-05,5.125e-05
117,2083.53,0.72529,0.56848,1.08773,0.71695,0.54262,0.58665,0.38012,1.18339,1.08267,1.38816,4.3e-05,4.3e-05,4.3e-05
118,2098.66,0.73817,0.58605,1.10951,0.71628,0.5461,0.58885,0.38049,1.19185,1.08453,1.39635,3.475e-05,3.475e-05,3.475e-05
119,2113.95,0.7305,0.58631,1.09597,0.7178,0.54341,0.59271,0.38396,1.19411,1.09062,1.40018,2.65e-05,2.65e-05,2.65e-05
120,2129.16,0.73018,0.57242,1.08979,0.6742,0.56233,0.59073,0.38546,1.19606,1.09451,1.40028,1.825e-05,1.825e-05,1.825e-05
